ID,price,bathrooms,bedrooms,square_feet,latitude,longitude,category,has_photo,state
190,1868,1.0,1,300,34.1428,-117.9996,housing/rent/apartment,Yes,CA
191,1785,1.0,1,300,41.7277,-72.8374,housing/rent/apartment,Yes,CT
192,1575,1.0,1,300,34.0628,-118.2754,housing/rent/apartment,Thumbnail,CA
193,1534,1.0,1,300,39.1775,-77.1944,housing/rent/apartment,Yes,MD
194,1470,1.0,1,300,41.7773,-72.5249,housing/rent/apartment,Yes,CT
195,1470,1.0,1,300,39.1627,-76.6354,housing/rent/apartment,Yes,MD
196,1470,1.0,1,300,39.1723,-76.8514,housing/rent/apartment,Yes,MD
197,1425,1.0,2,300,40.6496,-73.9596,housing/rent/apartment,Thumbnail,NY
198,1386,1.0,1,300,39.2081,-76.661,housing/rent/apartment,Yes,MD
199,1195,1.0,0,300,47.616,-122.3275,housing/rent/apartment,Thumbnail,WA
201,975,1.0,0,300,33.7815,-118.1934,housing/rent/apartment,Thumbnail,CA
202,911,1.0,1,300,41.8625,-87.6825,housing/rent/apartment,Thumbnail,IL
203,900,1.0,0,300,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
204,800,1.0,1,300,40.5649,-105.0824,housing/rent/apartment,Thumbnail,CO
205,800,1.0,1,300,33.7416,-84.2614,housing/rent/apartment,Thumbnail,GA
206,795,1.0,1,300,39.736,-104.9819,housing/rent/apartment,Thumbnail,CO
207,795,1.0,1,300,27.3181,-82.4987,housing/rent/apartment,Thumbnail,FL
208,775,1.0,1,300,43.0531,-87.9659,housing/rent/apartment,Thumbnail,WI
209,760,1.0,0,300,41.8625,-87.6825,housing/rent/apartment,Thumbnail,IL
214,595,1.0,1,300,39.0744,-108.5228,housing/rent/apartment,Thumbnail,CO
215,590,1.0,1,300,39.1471,-86.5136,housing/rent/apartment,Thumbnail,IN
216,590,1.0,2,300,39.1471,-86.5136,housing/rent/apartment,Thumbnail,IN
217,585,1.0,2,300,39.1471,-86.5136,housing/rent/apartment,Thumbnail,IN
219,400,1.0,1,300,35.823,-78.6438,housing/rent/apartment,Thumbnail,NC
220,1195,1.0,1,301,39.5197,-119.8342,housing/rent/apartment,Thumbnail,NV
221,1094,1.0,1,306,39.5197,-119.8342,housing/rent/apartment,Thumbnail,NV
224,1222,1.0,2,310,42.6398,-71.3184,housing/rent/apartment,Thumbnail,MA
225,2195,1.0,0,313,37.7599,-122.4379,housing/rent/apartment,Thumbnail,CA
226,760,1.0,1,313,39.7953,-86.1387,housing/rent/apartment,Thumbnail,IN
227,650,1.0,2,314,41.2321,-111.9813,housing/rent/apartment,Thumbnail,UT
228,2695,1.0,0,315,37.7599,-122.4379,housing/rent/apartment,Thumbnail,CA
229,730,1.0,2,315,61.1723,-149.8414,housing/rent/apartment,Thumbnail,AK
231,775,1.0,1,317,40.3613,-86.9005,housing/rent/apartment,Thumbnail,IN
232,1350,1.0,0,318,38.9799,-77.0798,housing/rent/apartment,Thumbnail,MD
233,1100,1.0,1,319,41.8625,-87.6825,housing/rent/apartment,Thumbnail,IL
235,675,1.0,0,320,41.4648,-81.6794,housing/rent/apartment,Thumbnail,OH
236,925,1.0,1,321,39.6894,-105.1119,housing/rent/apartment,Thumbnail,CO
237,845,1.0,1,322,43.0531,-87.9659,housing/rent/apartment,Thumbnail,WI
238,700,1.0,2,324,43.0724,-89.4003,housing/rent/apartment,Thumbnail,WI
239,2700,1.0,2,325,42.328,-71.071,housing/rent/apartment,Thumbnail,MA
241,1350,1.0,1,325,47.616,-122.3275,housing/rent/apartment,Thumbnail,WA
242,1349,1.0,2,325,41.8625,-87.6825,housing/rent/apartment,Thumbnail,IL
243,975,1.0,2,325,36.1554,-115.1733,housing/rent/apartment,Thumbnail,NV
244,925,1.0,0,325,41.8625,-87.6825,housing/rent/apartment,Thumbnail,IL
245,899,1.0,2,325,41.8625,-87.6825,housing/rent/apartment,Thumbnail,IL
247,325,1.0,2,325,41.6675,-83.5837,housing/rent/apartment,Thumbnail,OH
250,710,1.0,1,330,39.0744,-94.5521,housing/rent/apartment,Thumbnail,MO
251,2695,1.0,2,332,37.7599,-122.4379,housing/rent/apartment,Thumbnail,CA
254,1386,1.0,2,334,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
255,800,1.0,1,335,41.5927,-93.6276,housing/rent/apartment,Thumbnail,IA
256,2195,1.0,0,336,37.7856,-122.4121,housing/rent/apartment,Thumbnail,CA
257,1100,1.0,2,336,43.0834,-87.8861,housing/rent/apartment,Thumbnail,WI
258,1099,1.0,1,336,28.0076,-82.4792,housing/rent/apartment,Thumbnail,FL
259,625,1.0,0,336,32.2264,-110.9438,housing/rent/apartment,Thumbnail,AZ
261,2295,1.0,0,338,37.7599,-122.4379,housing/rent/apartment,Thumbnail,CA
262,1160,1.0,2,338,29.6533,-82.3656,housing/rent/apartment,Thumbnail,FL
263,998,1.0,2,338,44.9605,-89.6304,housing/rent/apartment,Thumbnail,WI
265,785,1.0,1,340,43.0724,-89.4003,housing/rent/apartment,Thumbnail,WI
267,1240,1.0,0,341,33.3898,-111.9272,housing/rent/apartment,Thumbnail,AZ
269,480,1.0,2,342,40.3613,-86.9005,housing/rent/apartment,Thumbnail,IN
270,800,1.0,0,344,35.0462,-85.2352,housing/rent/apartment,Thumbnail,TN
271,1655,1.0,1,346,47.616,-122.3275,housing/rent/apartment,Thumbnail,WA
272,899,1.0,1,346,44.9855,-93.3023,housing/rent/apartment,Thumbnail,MN
273,600,1.0,1,347,38.6274,-90.304,housing/rent/apartment,Thumbnail,MO
274,699,1.0,2,348,39.0744,-94.5521,housing/rent/apartment,Thumbnail,MO
276,1670,1.0,2,350,42.2711,-83.745,housing/rent/apartment,Thumbnail,MI
277,1650,1.0,1,350,37.3108,-121.8645,housing/rent/apartment,Thumbnail,CA
278,1550,1.0,2,350,38.9118,-77.0132,housing/rent/apartment,Thumbnail,DC
279,1400,1.0,0,350,34.0372,-118.2972,housing/rent/apartment,Thumbnail,CA
280,1299,1.0,0,350,45.5091,-122.6449,housing/rent/apartment,Thumbnail,OR
281,1299,1.0,0,350,47.616,-122.3275,housing/rent/apartment,Thumbnail,WA
282,1200,1.0,2,350,42.7742,-71.0937,housing/rent/apartment,Thumbnail,MA
283,1145,1.0,1,350,40.0054,-75.1415,housing/rent/apartment,Thumbnail,PA
284,1000,1.0,1,350,43.0724,-89.4003,housing/rent/apartment,Thumbnail,WI
285,940,1.0,0,350,41.8625,-87.6825,housing/rent/apartment,Thumbnail,IL
286,895,1.0,2,350,40.1119,-82.9128,housing/rent/apartment,Thumbnail,OH
288,800,1.0,1,350,41.8625,-87.6825,housing/rent/apartment,Thumbnail,IL
289,710,1.0,0,350,47.6794,-117.4018,housing/rent/apartment,Thumbnail,WA
290,699,1.0,0,350,39.597,-78.8345,housing/rent/apartment,Thumbnail,MD
294,1246,1.0,2,352,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
295,1225,1.0,0,352,34.0786,-118.2615,housing/rent/apartment,Thumbnail,CA
296,675,1.0,1,354,38.9163,-94.3719,housing/rent/apartment,Thumbnail,MO
297,1400,1.0,0,355,34.0372,-118.2972,housing/rent/apartment,Thumbnail,CA
298,585,1.0,1,355,40.1171,-88.1889,housing/rent/apartment,Thumbnail,IL
299,1125,1.0,2,357,41.8625,-87.6825,housing/rent/apartment,Thumbnail,IL
300,614,1.0,2,357,41.4729,-81.7374,housing/rent/apartment,Thumbnail,OH
301,1225,1.0,2,360,40.7647,-74.2119,housing/rent/apartment,Thumbnail,NJ
302,875,1.0,2,360,44.9545,-123.0072,housing/rent/apartment,Thumbnail,OR
303,850,1.0,2,360,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
306,495,1.0,1,360,36.116,-95.9281,housing/rent/apartment,Thumbnail,OK
307,1750,1.0,2,362,38.9118,-77.0132,housing/rent/apartment,Thumbnail,DC
308,1050,1.0,1,362,41.8625,-87.6825,housing/rent/apartment,Thumbnail,IL
309,950,1.0,0,362,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
310,1200,1.0,2,367,45.5091,-122.6449,housing/rent/apartment,Thumbnail,OR
311,985,1.0,1,367,41.8625,-87.6825,housing/rent/apartment,Thumbnail,IL
313,530,1.0,1,368,43.2932,-86.2829,housing/rent/apartment,Thumbnail,MI
314,1530,1.0,2,369,47.616,-122.3275,housing/rent/apartment,Thumbnail,WA
315,1000,1.0,1,369,33.7815,-118.1934,housing/rent/apartment,Yes,CA
318,1025,1.0,1,370,45.5091,-122.6449,housing/rent/apartment,Thumbnail,OR
321,1525,1.0,1,375,32.7876,-117.1265,housing/rent/apartment,Thumbnail,CA
323,940,1.0,2,375,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
325,829,1.0,1,375,33.5178,-112.0848,housing/rent/apartment,Thumbnail,AZ
326,799,1.0,0,375,40.4969,-86.9659,housing/rent/apartment,Thumbnail,IN
327,773,1.0,2,375,44.9855,-93.3023,housing/rent/apartment,Thumbnail,MN
328,386,1.0,1,375,42.8224,-89.0658,housing/rent/apartment,Thumbnail,WI
329,1400,1.0,2,377,25.7603,-80.3005,housing/rent/apartment,Thumbnail,FL
330,3095,1.0,1,378,37.7599,-122.4379,housing/rent/apartment,Thumbnail,CA
332,929,1.0,0,378,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
333,1591,1.0,2,379,33.8666,-118.0485,housing/rent/apartment,Thumbnail,CA
337,955,1.0,2,380,61.1723,-149.8414,housing/rent/apartment,Thumbnail,AK
339,2895,1.0,2,381,37.7599,-122.4379,housing/rent/apartment,Thumbnail,CA
340,2874,1.0,2,382,37.7599,-122.4379,housing/rent/apartment,Thumbnail,CA
341,635,1.0,2,382,35.9695,-83.981,housing/rent/apartment,Thumbnail,TN
342,902,1.0,1,384,41.8625,-87.6825,housing/rent/apartment,Thumbnail,IL
343,2395,1.0,0,385,37.7599,-122.4379,housing/rent/apartment,Thumbnail,CA
344,1250,1.0,1,385,45.5091,-122.6449,housing/rent/apartment,Thumbnail,OR
345,540,1.0,1,385,39.1471,-86.5136,housing/rent/apartment,Thumbnail,IN
346,350,1.0,1,385,37.2935,-87.127,housing/rent/apartment,Thumbnail,KY
349,2095,1.0,2,390,41.824,-71.4315,housing/rent/apartment,Thumbnail,RI
352,699,1.0,1,390,40.4969,-86.9659,housing/rent/apartment,Thumbnail,IN
353,640,1.0,1,390,40.1171,-88.1889,housing/rent/apartment,Thumbnail,IL
356,1654,1.0,0,393,38.9118,-77.0132,housing/rent/apartment,Thumbnail,DC
357,995,1.0,2,393,29.5122,-98.5226,housing/rent/apartment,Thumbnail,TX
358,919,1.0,0,394,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
359,1350,1.0,0,395,34.0372,-118.2972,housing/rent/apartment,Thumbnail,CA
360,1045,1.0,1,395,41.8625,-87.6825,housing/rent/apartment,Thumbnail,IL
362,762,1.0,2,395,48.7871,-122.4437,housing/rent/apartment,Thumbnail,WA
363,1050,1.0,1,396,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
364,1225,1.0,1,397,45.5091,-122.6449,housing/rent/apartment,Thumbnail,OR
365,2495,1.0,2,398,37.7599,-122.4379,housing/rent/apartment,Thumbnail,CA
366,1173,1.0,1,398,41.8625,-87.6825,housing/rent/apartment,Thumbnail,IL
367,1005,1.0,2,398,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
369,875,1.0,2,398,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
370,3000,1.0,2,400,26.0512,-80.147,housing/rent/apartment,Thumbnail,FL
371,2450,1.0,0,400,34.0231,-118.4811,housing/rent/apartment,Thumbnail,CA
372,2050,1.0,1,400,33.8323,-117.9079,housing/rent/apartment,Thumbnail,CA
373,1659,1.0,0,400,38.9118,-77.0132,housing/rent/apartment,Thumbnail,DC
374,1625,1.0,1,400,47.3002,-122.2168,housing/rent/apartment,Thumbnail,WA
375,1599,1.0,0,400,40.6997,-73.8103,housing/rent/apartment,Thumbnail,NY
376,1500,1.0,1,400,33.1463,-117.1694,housing/rent/apartment,Thumbnail,CA
378,1450,1.0,0,400,32.7876,-117.1265,housing/rent/apartment,Thumbnail,CA
379,1415,1.0,1,400,37.9917,-122.5247,housing/rent/apartment,Thumbnail,CA
381,1395,1.0,1,400,42.2711,-83.745,housing/rent/apartment,Thumbnail,MI
383,1355,1.0,1,400,33.8897,-118.1257,housing/rent/apartment,Thumbnail,CA
384,1345,1.0,1,400,38.9118,-77.0132,housing/rent/apartment,Thumbnail,DC
385,1250,1.0,1,400,42.3895,-71.1039,housing/rent/apartment,Thumbnail,MA
387,1225,1.0,1,400,45.5091,-122.6449,housing/rent/apartment,Thumbnail,OR
388,1215,1.0,1,400,37.3108,-121.8645,housing/rent/apartment,Thumbnail,CA
390,1160,1.0,1,400,43.0724,-89.4003,housing/rent/apartment,Thumbnail,WI
391,1150,1.0,1,400,39.4276,-76.7727,housing/rent/apartment,Thumbnail,MD
392,1100,1.0,1,400,39.8228,-105.1107,housing/rent/apartment,Thumbnail,CO
393,1100,1.0,1,400,43.0681,-70.7854,housing/rent/apartment,Yes,NH
396,1090,1.0,2,400,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
397,1085,1.0,2,400,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
398,1050,1.0,1,400,41.8625,-87.6825,housing/rent/apartment,Thumbnail,IL
399,1045,1.0,2,400,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
400,1040,1.0,2,400,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
402,1012,1.0,2,400,39.6828,-104.8078,housing/rent/apartment,Thumbnail,CO
403,1000,1.0,1,400,40.0054,-75.1415,housing/rent/apartment,Thumbnail,PA
405,995,1.0,1,400,44.9855,-93.3023,housing/rent/apartment,Thumbnail,MN
406,975,1.0,3,400,30.3043,-97.7169,housing/rent/apartment,Thumbnail,TX
407,975,1.0,0,400,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
408,975,1.0,1,400,26.0066,-80.2959,housing/rent/apartment,Thumbnail,FL
410,945,1.0,2,400,44.9855,-93.3023,housing/rent/apartment,Thumbnail,MN
413,925,1.0,1,400,43.0758,-70.9427,housing/rent/apartment,Yes,NH
414,919,1.0,1,400,44.9368,-93.3605,housing/rent/apartment,Thumbnail,MN
415,910,1.0,1,400,40.0213,-105.2552,housing/rent/apartment,Thumbnail,CO
416,900,1.0,3,400,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
418,900,1.0,1,400,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
419,899,1.0,1,400,37.1451,-76.5397,housing/rent/apartment,Thumbnail,VA
420,895,1.0,2,400,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
421,895,1.0,0,400,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
422,895,1.0,0,400,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
423,895,1.0,0,400,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
424,875,1.0,1,400,39.8895,-104.9641,housing/rent/apartment,Thumbnail,CO
425,875,1.0,2,400,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
426,875,1.0,1,400,45.4913,-122.4185,housing/rent/apartment,Thumbnail,OR
427,865,1.0,1,400,41.7609,-72.7477,housing/rent/apartment,Thumbnail,CT
429,850,1.0,0,400,29.7714,-95.4343,housing/rent/apartment,Thumbnail,TX
431,845,1.0,1,400,40.0994,-104.8079,housing/rent/apartment,Thumbnail,CO
432,829,1.0,0,400,39.3284,-76.6021,housing/rent/apartment,Thumbnail,MD
433,800,1.0,1,400,39.6828,-104.8078,housing/rent/apartment,Thumbnail,CO
434,799,1.0,1,400,40.4969,-86.9659,housing/rent/apartment,Thumbnail,IN
435,799,1.0,2,400,41.8625,-87.6825,housing/rent/apartment,Thumbnail,IL
436,750,1.5,0,400,36.193,-115.2946,housing/rent/apartment,Thumbnail,NV
437,720,1.0,2,400,45.2764,-92.9901,housing/rent/apartment,Thumbnail,MN
438,720,1.0,1,400,39.9974,-82.9829,housing/rent/apartment,Thumbnail,OH
439,700,1.0,1,400,40.162,-105.1342,housing/rent/apartment,Thumbnail,CO
